Week,Season,Air Travel,Hotel and Acc,Rail Travel,Shopping,Covid 19,Travel Guides & Travelogues,Car Rental & Taxi Services,Tourist Destinations,Image Search,W1,W2,W3,Weekwise Tourists
06-12-2020,4,47,0,0,70,31459,77,0,69,48,0.585061,0.590708,0.501644,47594.58
13-12-2020,4,51,59,0,49,16931,74,0,83,20,0.585061,0.590708,0.501644,47594.58
20-12-2020,4,66,48,0,79,7426,80,0,85,43,0.956845,0.29801,-0.2502,47594.58
27-12-2020,4,85,100,0,100,5072,98,0,100,46,0.415607,-0.43195,-0.63914,46660.45
03-01-2021,1,100,43,0,92,3244,100,0,98,100,-0.41561,0.431946,0.639136,44325.13
10-01-2021,1,69,58,0,56,2607,70,100,100,47,-0.55332,-0.36555,0.092215,44325.13
17-01-2021,1,64,18,45,51,3263,70,0,80,45,-0.46471,-0.39582,0.631128,44325.13
24-01-2021,1,75,42,36,0,3055,66,0,86,39,-0.90775,0.529753,0.258209,44325.13
31-01-2021,1,66,47,0,22,1759,76,0,88,57,-0.41561,0.431946,0.639136,41184.66
07-02-2021,1,70,0,0,53,2778,59,0,79,14,0.585061,0.590708,0.501644,40661.25
14-02-2021,1,49,19,0,43,4491,64,58,69,17,0.092922,0.688516,0.120717,40661.25
21-02-2021,1,40,40,0,52,6638,75,0,70,59,0.585061,0.590708,0.501644,40661.25
28-02-2021,1,75,38,0,39,12713,57,0,67,67,-0.41561,0.431946,0.639136,35310.56
07-03-2021,1,68,17,0,53,22014,71,0,62,64,-0.04382,0.139248,-0.11271,34418.77
14-03-2021,1,60,40,0,19,31490,50,0,70,45,-0.41561,0.431946,0.639136,34418.77
21-03-2021,2,56,36,0,48,51480,63,22,60,62,-0.41561,0.431946,0.639136,34418.77
28-03-2021,2,38,20,0,21,81696,60,0,56,38,0.956845,0.29801,-0.2502,28411.37
04-04-2021,2,46,43,0,67,122490,72,0,57,39,-0.41561,0.431946,0.639136,20401.5
11-04-2021,2,37,26,0,38,192893,55,20,46,64,-1.04546,-0.26774,-0.28871,20401.5
18-04-2021,2,28,21,0,52,265049,59,0,45,34,-0.46471,-0.39582,0.631128,20401.5
25-04-2021,2,16,0,45,34,226379,44,0,28,49,-0.41561,0.431946,0.639136,18002.32
02-05-2021,2,28,37,0,0,135149,61,0,39,26,0.585061,0.590708,0.501644,3607.258
09-05-2021,2,22,0,29,32,70626,57,20,28,68,0.585061,0.590708,0.501644,3607.258
16-05-2021,2,31,11,0,25,40493,57,0,36,37,0.585061,0.590708,0.501644,3607.258
23-05-2021,2,31,17,0,57,22515,45,20,36,38,0.415607,-0.43195,-0.63914,3607.258
30-05-2021,2,53,16,25,24,13339,53,0,38,47,0.415607,-0.43195,-0.63914,28462.81
06-06-2021,2,52,50,92,48,10337,53,0,40,59,0.415607,-0.43195,-0.63914,38405.03
13-06-2021,2,46,21,0,69,8996,63,0,51,33,0.415607,-0.43195,-0.63914,38405.03
20-06-2021,3,70,34,0,34,7492,100,0,62,38,0.044792,0.108978,0.426204,38405.03
27-06-2021,3,69,22,0,57,7027,83,21,65,51,-0.41561,0.431946,0.639136,42609.06
04-07-2021,3,65,24,35,52,10741,60,0,71,72,-0.41561,0.431946,0.639136,48214.42
11-07-2021,3,37,64,0,59,17173,72,0,54,0,0.044792,0.108978,0.426204,48214.42
18-07-2021,3,35,37,0,49,18241,47,0,47,36,-0.46471,-0.39582,0.631128,48214.42
25-07-2021,3,28,0,0,40,14072,59,18,44,0,-0.41561,0.431946,0.639136,48214.42
01-08-2021,3,23,15,0,26,12132,33,0,32,34,-0.41561,0.431946,0.639136,12037.97
08-08-2021,3,41,35,0,53,11629,40,0,37,20,-0.41561,0.431946,0.639136,12037.97
15-08-2021,3,12,35,0,32,10991,40,0,30,37,1.04546,0.267741,0.288712,12037.97
22-08-2021,3,52,0,0,66,12244,50,0,47,54,-0.41561,0.431946,0.639136,12037.97
29-08-2021,3,27,30,84,17,11626,39,14,44,53,0.044792,0.108978,0.426204,14255.4
05-09-2021,3,27,100,100,25,9808,54,0,46,50,0.585061,0.590708,0.501644,15918.47
12-09-2021,3,39,24,0,10,9280,54,0,50,34,-0.41561,0.431946,0.639136,15918.47
19-09-2021,4,40,17,0,32,10021,52,19,45,76,-0.50422,0.462215,0.100223,15918.47
26-09-2021,4,37,40,46,28,13322,50,0,55,31,-0.41561,0.431946,0.639136,17683.88
03-10-2021,4,54,21,0,34,10583,39,0,55,0,-0.50422,0.462215,0.100223,22097.42
10-10-2021,4,39,43,0,89,7810,69,0,62,38,0.415607,-0.43195,-0.63914,22097.42
17-10-2021,4,52,37,0,100,1999,63,0,59,56,-0.95684,-0.29801,0.250201,22097.42
24-10-2021,4,36,26,0,24,5754,48,0,57,39,-0.41561,0.431946,0.639136,22097.42
31-10-2021,4,32,26,0,68,4820,50,0,62,33,0.496446,0.620978,-0.03727,30528.77
07-11-2021,4,73,34,0,59,3591,52,0,74,66,-0.46471,-0.39582,0.631128,31934
14-11-2021,4,56,26,26,62,2817,53,0,85,51,0.585061,0.590708,0.501644,31934
21-11-2021,4,48,42,0,35,3290,52,0,73,22,-0.46471,-0.39582,0.631128,31934
28-11-2021,4,59,18,0,66,16028,65,37,73,48,0.044792,0.108978,0.426204,52193.87
05-12-2021,4,60,37,0,54,63752,77,42,73,71,0.044792,0.108978,0.426204,67388.77
12-12-2021,4,34,57,0,77,110903,81,24,92,26,-0.41561,0.431946,0.639136,67388.77
19-12-2021,4,55,40,0,68,72675,95,0,100,75,0.092922,0.688516,0.120717,67388.77
26-12-2021,4,69,76,0,78,49323,92,0,87,58,0.415607,-0.43195,-0.63914,63557.52
02-01-2022,1,52,31,0,46,27142,100,0,69,58,-0.41561,0.431946,0.639136,40569.97
09-01-2022,1,38,19,0,22,13935,62,100,47,73,0.496446,0.620978,-0.03727,40569.97
16-01-2022,1,32,44,41,32,8525,63,0,51,39,-0.41561,0.431946,0.639136,40569.97
23-01-2022,1,40,14,0,51,3968,61,0,45,56,-0.46471,-0.39582,0.631128,40569.97
30-01-2022,1,24,40,0,38,3121,61,0,60,43,-0.90775,0.529753,0.258209,44794.28
06-02-2022,1,50,0,100,36,2125,45,0,50,54,-0.41561,0.431946,0.639136,46484
13-02-2022,1,37,33,0,20,1331,53,58,55,73,-0.49645,-0.62098,0.03727,46484
20-02-2022,1,44,24,0,36,763,72,0,72,85,-0.41561,0.431946,0.639136,46484
27-02-2022,1,67,32,33,44,461,52,0,67,62,-0.90775,0.529753,0.258209,49488.56
06-03-2022,1,65,48,0,31,434,46,0,59,54,-0.41561,0.431946,0.639136,50690.39
13-03-2022,1,67,52,0,35,474,42,0,74,51,0.496446,0.620978,-0.03727,50690.39
20-03-2022,1,53,58,15,42,390,44,22,79,65,-0.41561,0.431946,0.639136,50690.39
27-03-2022,1,64,41,0,30,447,38,0,69,61,-0.41561,0.431946,0.639136,53432.62
03-04-2022,2,66,41,0,26,520,48,0,76,75,-0.41561,0.431946,0.639136,60288.2
10-04-2022,2,80,37,15,24,308,62,20,74,82,0.496446,0.620978,-0.03727,60288.2
17-04-2022,2,79,37,22,31,478,51,0,76,84,-0.41561,0.431946,0.639136,60288.2
24-04-2022,2,100,74,0,28,955,60,0,78,75,0.585061,0.590708,0.501644,60288.2
01-05-2022,2,64,33,23,31,1196,60,0,85,75,-0.90775,0.529753,0.258209,85547.23
08-05-2022,2,87,100,0,30,2123,59,20,85,75,0.044792,0.108978,0.426204,85547.23
15-05-2022,2,96,71,16,29,1,75,0,100,85,0.044792,0.108978,0.426204,85547.23
22-05-2022,2,78,56,42,31,1,82,20,90,78,0.415607,-0.43195,-0.63914,85547.23
29-05-2022,2,100,77,0,32,1,66,0,88,80,0.415607,-0.43195,-0.63914,91425.36
05-06-2022,2,93,91,0,41,1,81,0,88,100,0.415607,-0.43195,-0.63914,95833.97
12-06-2022,2,66,63,0,23,1,79,0,85,83,0.415607,-0.43195,-0.63914,95833.97
19-06-2022,2,60,50,0,22,1,69,0,71,82,-0.90775,0.529753,0.258209,95833.97
26-06-2022,2,48,40,0,21,1,69,21,58,68,0.585061,0.590708,0.501644,80477.93
03-07-2022,3,45,48,0,29,1,69,0,67,83,-0.41561,0.431946,0.639136,42087.84
10-07-2022,3,45,0,0,18,1,48,0,49,62,-0.46471,-0.39582,0.631128,42087.84
17-07-2022,3,34,15,0,25,1,42,0,42,70,-0.41561,0.431946,0.639136,42087.84
24-07-2022,3,32,18,0,16,1,37,18,40,48,-0.41561,0.431946,0.639136,42087.84
31-07-2022,3,41,31,0,32,1,40,0,39,52,-0.41561,0.431946,0.639136,36942.74
07-08-2022,3,37,33,0,17,1,45,0,44,35,-0.99636,0.560022,-0.2807,36085.23
14-08-2022,3,43,30,0,10,1,45,0,47,37,0.464705,0.395818,-0.63113,36085.23
21-08-2022,3,47,13,0,26,1,46,0,40,49,-0.41561,0.431946,0.639136,36085.23
28-08-2022,3,32,34,0,24,1,38,14,33,43,-0.46471,-0.39582,0.631128,39471.73
04-09-2022,3,36,38,0,22,1,39,0,43,43,-0.50422,0.462215,0.100223,43987.07
11-09-2022,3,33,32,15,32,1,44,0,48,62,-0.41561,0.431946,0.639136,43987.07
18-09-2022,3,40,22,0,36,1,52,19,54,63,0.585061,0.590708,0.501644,43987.07
25-09-2022,3,36,39,0,46,1,54,0,55,71,0.044792,0.108978,0.426204,44175.97
02-10-2022,4,56,72,42,100,1,86,0,57,70,-0.49645,-0.62098,0.03727,45309.42
09-10-2022,4,52,32,0,65,1,61,0,44,58,-0.50422,0.462215,0.100223,45309.42
16-10-2022,4,30,29,26,38,1,42,0,49,57,-0.41561,0.431946,0.639136,45309.42
23-10-2022,4,40,31,0,27,1,34,0,51,64,-0.49645,-0.62098,0.03727,45309.42
30-10-2022,4,36,37,16,39,1,35,0,56,60,0.044792,0.108978,0.426204,47789.72
06-11-2022,4,32,22,0,30,1,49,0,55,59,-0.90775,0.529753,0.258209,48781.83
13-11-2022,4,85,15,0,50,1,54,0,68,54,-0.41561,0.431946,0.639136,48781.83
20-11-2022,4,21,23,0,36,1,38,0,61,58,-0.50422,0.462215,0.100223,48781.83
27-11-2022,4,38,40,0,31,1,43,37,64,51,-0.41561,0.431946,0.639136,56689.95
04-12-2022,4,49,37,0,32,1,48,42,65,75,-0.41561,0.431946,0.639136,67234.1
11-12-2022,4,56,31,0,43,1,43,24,72,65,-0.41561,0.431946,0.639136,67234.1
18-12-2022,4,61,44,0,39,1,52,0,72,62,-0.04382,0.139248,-0.11271,67234.1
25-12-2022,4,71,21,0,42,1,88,0,83,63,0.415607,-0.43195,-0.63914,67234.1
